category,Indicateur,Item Code,Item,Element Code,Element,Unit,Flag
Commodity,2511..5071,2511,Wheat and products,5071,Stock Variation,tonnes,S
Commodity,2511..5120,2511,Wheat and products,5120,Waste,tonnes,S
Commodity,2511..5130,2511,Wheat and products,5130,Processing,tonnes,S
Commodity,2511..5141,2511,Wheat and products,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2511..5153,2511,Wheat and products,5153,Other uses,tonnes,S
Commodity,2511..5300,2511,Wheat and products,5300,Domestic supply quantity,tonnes,S
Commodity,2511..5510,2511,Wheat and products,5510,Production,tonnes,S
Commodity,2511..5520,2511,Wheat and products,5520,Feed,tonnes,S
Commodity,2511..5525,2511,Wheat and products,5525,Seed,tonnes,S
Commodity,2511..5610,2511,Wheat and products,5610,Import Quantity,tonnes,S
Commodity,2511..5910,2511,Wheat and products,5910,Export Quantity,tonnes,S
Commodity,2513..5071,2513,Barley and products,5071,Stock Variation,tonnes,S
Commodity,2513..5120,2513,Barley and products,5120,Waste,tonnes,S
Commodity,2513..5130,2513,Barley and products,5130,Processing,tonnes,S
Commodity,2513..5141,2513,Barley and products,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2513..5153,2513,Barley and products,5153,Other uses,tonnes,S
Commodity,2513..5300,2513,Barley and products,5300,Domestic supply quantity,tonnes,S
Commodity,2513..5510,2513,Barley and products,5510,Production,tonnes,S
Commodity,2513..5520,2513,Barley and products,5520,Feed,tonnes,S
Commodity,2513..5525,2513,Barley and products,5525,Seed,tonnes,S
Commodity,2513..5610,2513,Barley and products,5610,Import Quantity,tonnes,S
Commodity,2513..5910,2513,Barley and products,5910,Export Quantity,tonnes,S
Commodity,2514..5071,2514,Maize and products,5071,Stock Variation,tonnes,S
Commodity,2514..5120,2514,Maize and products,5120,Waste,tonnes,S
Commodity,2514..5130,2514,Maize and products,5130,Processing,tonnes,S
Commodity,2514..5141,2514,Maize and products,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2514..5153,2514,Maize and products,5153,Other uses,tonnes,S
Commodity,2514..5300,2514,Maize and products,5300,Domestic supply quantity,tonnes,S
Commodity,2514..5510,2514,Maize and products,5510,Production,tonnes,S
Commodity,2514..5520,2514,Maize and products,5520,Feed,tonnes,S
Commodity,2514..5525,2514,Maize and products,5525,Seed,tonnes,S
Commodity,2514..5610,2514,Maize and products,5610,Import Quantity,tonnes,S
Commodity,2514..5910,2514,Maize and products,5910,Export Quantity,tonnes,S
Commodity,2515..5071,2515,Rye and products,5071,Stock Variation,tonnes,S
Commodity,2515..5120,2515,Rye and products,5120,Waste,tonnes,S
Commodity,2515..5130,2515,Rye and products,5130,Processing,tonnes,S
Commodity,2515..5141,2515,Rye and products,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2515..5153,2515,Rye and products,5153,Other uses,tonnes,S
Commodity,2515..5300,2515,Rye and products,5300,Domestic supply quantity,tonnes,S
Commodity,2515..5510,2515,Rye and products,5510,Production,tonnes,S
Commodity,2515..5520,2515,Rye and products,5520,Feed,tonnes,S
Commodity,2515..5525,2515,Rye and products,5525,Seed,tonnes,S
Commodity,2515..5610,2515,Rye and products,5610,Import Quantity,tonnes,S
Commodity,2515..5910,2515,Rye and products,5910,Export Quantity,tonnes,S
Commodity,2516..5071,2516,Oats,5071,Stock Variation,tonnes,S
Commodity,2516..5120,2516,Oats,5120,Waste,tonnes,S
Commodity,2516..5130,2516,Oats,5130,Processing,tonnes,S
Commodity,2516..5141,2516,Oats,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2516..5153,2516,Oats,5153,Other uses,tonnes,S
Commodity,2516..5300,2516,Oats,5300,Domestic supply quantity,tonnes,S
Commodity,2516..5510,2516,Oats,5510,Production,tonnes,S
Commodity,2516..5520,2516,Oats,5520,Feed,tonnes,S
Commodity,2516..5525,2516,Oats,5525,Seed,tonnes,S
Commodity,2516..5610,2516,Oats,5610,Import Quantity,tonnes,S
Commodity,2516..5910,2516,Oats,5910,Export Quantity,tonnes,S
Commodity,2517..5071,2517,Millet and products,5071,Stock Variation,tonnes,S
Commodity,2517..5120,2517,Millet and products,5120,Waste,tonnes,S
Commodity,2517..5130,2517,Millet and products,5130,Processing,tonnes,S
Commodity,2517..5141,2517,Millet and products,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2517..5153,2517,Millet and products,5153,Other uses,tonnes,S
Commodity,2517..5300,2517,Millet and products,5300,Domestic supply quantity,tonnes,S
Commodity,2517..5510,2517,Millet and products,5510,Production,tonnes,S
Commodity,2517..5520,2517,Millet and products,5520,Feed,tonnes,S
Commodity,2517..5525,2517,Millet and products,5525,Seed,tonnes,S
Commodity,2517..5610,2517,Millet and products,5610,Import Quantity,tonnes,S
Commodity,2517..5910,2517,Millet and products,5910,Export Quantity,tonnes,S
Commodity,2518..5071,2518,Sorghum and products,5071,Stock Variation,tonnes,S
Commodity,2518..5120,2518,Sorghum and products,5120,Waste,tonnes,S
Commodity,2518..5130,2518,Sorghum and products,5130,Processing,tonnes,S
Commodity,2518..5141,2518,Sorghum and products,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2518..5153,2518,Sorghum and products,5153,Other uses,tonnes,S
Commodity,2518..5300,2518,Sorghum and products,5300,Domestic supply quantity,tonnes,S
Commodity,2518..5510,2518,Sorghum and products,5510,Production,tonnes,S
Commodity,2518..5520,2518,Sorghum and products,5520,Feed,tonnes,S
Commodity,2518..5525,2518,Sorghum and products,5525,Seed,tonnes,S
Commodity,2518..5610,2518,Sorghum and products,5610,Import Quantity,tonnes,S
Commodity,2518..5910,2518,Sorghum and products,5910,Export Quantity,tonnes,S
Commodity,2520..5071,2520,"Cereals, Other",5071,Stock Variation,tonnes,S
Commodity,2520..5120,2520,"Cereals, Other",5120,Waste,tonnes,S
Commodity,2520..5130,2520,"Cereals, Other",5130,Processing,tonnes,S
Commodity,2520..5141,2520,"Cereals, Other",5141,Food supply quantity (tonnes),tonnes,S
Commodity,2520..5153,2520,"Cereals, Other",5153,Other uses,tonnes,S
Commodity,2520..5300,2520,"Cereals, Other",5300,Domestic supply quantity,tonnes,S
Commodity,2520..5510,2520,"Cereals, Other",5510,Production,tonnes,S
Commodity,2520..5520,2520,"Cereals, Other",5520,Feed,tonnes,S
Commodity,2520..5525,2520,"Cereals, Other",5525,Seed,tonnes,S
Commodity,2520..5610,2520,"Cereals, Other",5610,Import Quantity,tonnes,S
Commodity,2520..5910,2520,"Cereals, Other",5910,Export Quantity,tonnes,S
Commodity,2531..5071,2531,Potatoes and products,5071,Stock Variation,tonnes,S
Commodity,2531..5120,2531,Potatoes and products,5120,Waste,tonnes,S
Commodity,2531..5130,2531,Potatoes and products,5130,Processing,tonnes,S
Commodity,2531..5141,2531,Potatoes and products,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2531..5153,2531,Potatoes and products,5153,Other uses,tonnes,S
Commodity,2531..5300,2531,Potatoes and products,5300,Domestic supply quantity,tonnes,S
Commodity,2531..5510,2531,Potatoes and products,5510,Production,tonnes,S
Commodity,2531..5520,2531,Potatoes and products,5520,Feed,tonnes,S
Commodity,2531..5525,2531,Potatoes and products,5525,Seed,tonnes,S
Commodity,2531..5610,2531,Potatoes and products,5610,Import Quantity,tonnes,S
Commodity,2531..5910,2531,Potatoes and products,5910,Export Quantity,tonnes,S
Commodity,2532..5071,2532,Cassava and products,5071,Stock Variation,tonnes,S
Commodity,2532..5120,2532,Cassava and products,5120,Waste,tonnes,S
Commodity,2532..5130,2532,Cassava and products,5130,Processing,tonnes,S
Commodity,2532..5141,2532,Cassava and products,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2532..5153,2532,Cassava and products,5153,Other uses,tonnes,S
Commodity,2532..5300,2532,Cassava and products,5300,Domestic supply quantity,tonnes,S
Commodity,2532..5510,2532,Cassava and products,5510,Production,tonnes,S
Commodity,2532..5520,2532,Cassava and products,5520,Feed,tonnes,S
Commodity,2532..5610,2532,Cassava and products,5610,Import Quantity,tonnes,S
Commodity,2532..5910,2532,Cassava and products,5910,Export Quantity,tonnes,S
Commodity,2533..5071,2533,Sweet potatoes,5071,Stock Variation,tonnes,S
Commodity,2533..5120,2533,Sweet potatoes,5120,Waste,tonnes,S
Commodity,2533..5141,2533,Sweet potatoes,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2533..5153,2533,Sweet potatoes,5153,Other uses,tonnes,S
Commodity,2533..5300,2533,Sweet potatoes,5300,Domestic supply quantity,tonnes,S
Commodity,2533..5510,2533,Sweet potatoes,5510,Production,tonnes,S
Commodity,2533..5520,2533,Sweet potatoes,5520,Feed,tonnes,S
Commodity,2533..5525,2533,Sweet potatoes,5525,Seed,tonnes,S
Commodity,2533..5610,2533,Sweet potatoes,5610,Import Quantity,tonnes,S
Commodity,2533..5910,2533,Sweet potatoes,5910,Export Quantity,tonnes,S
Commodity,2534..5071,2534,"Roots, Other",5071,Stock Variation,tonnes,S
Commodity,2534..5120,2534,"Roots, Other",5120,Waste,tonnes,S
Commodity,2534..5141,2534,"Roots, Other",5141,Food supply quantity (tonnes),tonnes,S
Commodity,2534..5153,2534,"Roots, Other",5153,Other uses,tonnes,S
Commodity,2534..5300,2534,"Roots, Other",5300,Domestic supply quantity,tonnes,S
Commodity,2534..5510,2534,"Roots, Other",5510,Production,tonnes,S
Commodity,2534..5520,2534,"Roots, Other",5520,Feed,tonnes,S
Commodity,2534..5525,2534,"Roots, Other",5525,Seed,tonnes,S
Commodity,2534..5610,2534,"Roots, Other",5610,Import Quantity,tonnes,S
Commodity,2534..5910,2534,"Roots, Other",5910,Export Quantity,tonnes,S
Commodity,2535..5071,2535,Yams,5071,Stock Variation,tonnes,S
Commodity,2535..5120,2535,Yams,5120,Waste,tonnes,S
Commodity,2535..5141,2535,Yams,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2535..5153,2535,Yams,5153,Other uses,tonnes,S
Commodity,2535..5300,2535,Yams,5300,Domestic supply quantity,tonnes,S
Commodity,2535..5510,2535,Yams,5510,Production,tonnes,S
Commodity,2535..5520,2535,Yams,5520,Feed,tonnes,S
Commodity,2535..5525,2535,Yams,5525,Seed,tonnes,S
Commodity,2535..5610,2535,Yams,5610,Import Quantity,tonnes,S
Commodity,2535..5910,2535,Yams,5910,Export Quantity,tonnes,S
Commodity,2536..5071,2536,Sugar cane,5071,Stock Variation,tonnes,S
Commodity,2536..5120,2536,Sugar cane,5120,Waste,tonnes,S
Commodity,2536..5130,2536,Sugar cane,5130,Processing,tonnes,S
Commodity,2536..5141,2536,Sugar cane,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2536..5153,2536,Sugar cane,5153,Other uses,tonnes,S
Commodity,2536..5300,2536,Sugar cane,5300,Domestic supply quantity,tonnes,S
Commodity,2536..5510,2536,Sugar cane,5510,Production,tonnes,S
Commodity,2536..5520,2536,Sugar cane,5520,Feed,tonnes,S
Commodity,2536..5525,2536,Sugar cane,5525,Seed,tonnes,S
Commodity,2536..5610,2536,Sugar cane,5610,Import Quantity,tonnes,S
Commodity,2536..5910,2536,Sugar cane,5910,Export Quantity,tonnes,S
Commodity,2537..5071,2537,Sugar beet,5071,Stock Variation,tonnes,S
Commodity,2537..5120,2537,Sugar beet,5120,Waste,tonnes,S
Commodity,2537..5130,2537,Sugar beet,5130,Processing,tonnes,S
Commodity,2537..5141,2537,Sugar beet,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2537..5300,2537,Sugar beet,5300,Domestic supply quantity,tonnes,S
Commodity,2537..5510,2537,Sugar beet,5510,Production,tonnes,S
Commodity,2537..5520,2537,Sugar beet,5520,Feed,tonnes,S
Commodity,2537..5610,2537,Sugar beet,5610,Import Quantity,tonnes,S
Commodity,2537..5910,2537,Sugar beet,5910,Export Quantity,tonnes,S
Commodity,2541..5071,2541,Sugar non-centrifugal,5071,Stock Variation,tonnes,S
Commodity,2541..5130,2541,Sugar non-centrifugal,5130,Processing,tonnes,S
Commodity,2541..5141,2541,Sugar non-centrifugal,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2541..5300,2541,Sugar non-centrifugal,5300,Domestic supply quantity,tonnes,S
Commodity,2541..5510,2541,Sugar non-centrifugal,5510,Production,tonnes,S
Commodity,2541..5610,2541,Sugar non-centrifugal,5610,Import Quantity,tonnes,S
Commodity,2541..5910,2541,Sugar non-centrifugal,5910,Export Quantity,tonnes,S
Commodity,2542..5071,2542,Sugar (Raw Equivalent),5071,Stock Variation,tonnes,S
Commodity,2542..5120,2542,Sugar (Raw Equivalent),5120,Waste,tonnes,S
Commodity,2542..5130,2542,Sugar (Raw Equivalent),5130,Processing,tonnes,S
Commodity,2542..5141,2542,Sugar (Raw Equivalent),5141,Food supply quantity (tonnes),tonnes,S
Commodity,2542..5153,2542,Sugar (Raw Equivalent),5153,Other uses,tonnes,S
Commodity,2542..5300,2542,Sugar (Raw Equivalent),5300,Domestic supply quantity,tonnes,S
Commodity,2542..5510,2542,Sugar (Raw Equivalent),5510,Production,tonnes,S
Commodity,2542..5520,2542,Sugar (Raw Equivalent),5520,Feed,tonnes,S
Commodity,2542..5610,2542,Sugar (Raw Equivalent),5610,Import Quantity,tonnes,S
Commodity,2542..5910,2542,Sugar (Raw Equivalent),5910,Export Quantity,tonnes,S
Commodity,2543..5071,2543,"Sweeteners, Other",5071,Stock Variation,tonnes,S
Commodity,2543..5130,2543,"Sweeteners, Other",5130,Processing,tonnes,S
Commodity,2543..5141,2543,"Sweeteners, Other",5141,Food supply quantity (tonnes),tonnes,S
Commodity,2543..5153,2543,"Sweeteners, Other",5153,Other uses,tonnes,S
Commodity,2543..5300,2543,"Sweeteners, Other",5300,Domestic supply quantity,tonnes,S
Commodity,2543..5510,2543,"Sweeteners, Other",5510,Production,tonnes,S
Commodity,2543..5610,2543,"Sweeteners, Other",5610,Import Quantity,tonnes,S
Commodity,2543..5910,2543,"Sweeteners, Other",5910,Export Quantity,tonnes,S
Commodity,2544..5071,2544,Molasses,5071,Stock Variation,tonnes,S
Commodity,2544..5120,2544,Molasses,5120,Waste,tonnes,S
Commodity,2544..5130,2544,Molasses,5130,Processing,tonnes,S
Commodity,2544..5153,2544,Molasses,5153,Other uses,tonnes,S
Commodity,2544..5300,2544,Molasses,5300,Domestic supply quantity,tonnes,S
Commodity,2544..5510,2544,Molasses,5510,Production,tonnes,S
Commodity,2544..5520,2544,Molasses,5520,Feed,tonnes,S
Commodity,2544..5610,2544,Molasses,5610,Import Quantity,tonnes,S
Commodity,2544..5910,2544,Molasses,5910,Export Quantity,tonnes,S
Commodity,2546..5071,2546,Beans,5071,Stock Variation,tonnes,S
Commodity,2546..5120,2546,Beans,5120,Waste,tonnes,S
Commodity,2546..5141,2546,Beans,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2546..5153,2546,Beans,5153,Other uses,tonnes,S
Commodity,2546..5300,2546,Beans,5300,Domestic supply quantity,tonnes,S
Commodity,2546..5510,2546,Beans,5510,Production,tonnes,S
Commodity,2546..5520,2546,Beans,5520,Feed,tonnes,S
Commodity,2546..5525,2546,Beans,5525,Seed,tonnes,S
Commodity,2546..5610,2546,Beans,5610,Import Quantity,tonnes,S
Commodity,2546..5910,2546,Beans,5910,Export Quantity,tonnes,S
Commodity,2547..5071,2547,Peas,5071,Stock Variation,tonnes,S
Commodity,2547..5120,2547,Peas,5120,Waste,tonnes,S
Commodity,2547..5141,2547,Peas,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2547..5153,2547,Peas,5153,Other uses,tonnes,S
Commodity,2547..5300,2547,Peas,5300,Domestic supply quantity,tonnes,S
Commodity,2547..5510,2547,Peas,5510,Production,tonnes,S
Commodity,2547..5520,2547,Peas,5520,Feed,tonnes,S
Commodity,2547..5525,2547,Peas,5525,Seed,tonnes,S
Commodity,2547..5610,2547,Peas,5610,Import Quantity,tonnes,S
Commodity,2547..5910,2547,Peas,5910,Export Quantity,tonnes,S
Commodity,2549..5071,2549,"Pulses, Other and products",5071,Stock Variation,tonnes,S
Commodity,2549..5120,2549,"Pulses, Other and products",5120,Waste,tonnes,S
Commodity,2549..5141,2549,"Pulses, Other and products",5141,Food supply quantity (tonnes),tonnes,S
Commodity,2549..5153,2549,"Pulses, Other and products",5153,Other uses,tonnes,S
Commodity,2549..5300,2549,"Pulses, Other and products",5300,Domestic supply quantity,tonnes,S
Commodity,2549..5510,2549,"Pulses, Other and products",5510,Production,tonnes,S
Commodity,2549..5520,2549,"Pulses, Other and products",5520,Feed,tonnes,S
Commodity,2549..5525,2549,"Pulses, Other and products",5525,Seed,tonnes,S
Commodity,2549..5610,2549,"Pulses, Other and products",5610,Import Quantity,tonnes,S
Commodity,2549..5910,2549,"Pulses, Other and products",5910,Export Quantity,tonnes,S
Commodity,2551..5071,2551,Nuts and products,5071,Stock Variation,tonnes,S
Commodity,2551..5120,2551,Nuts and products,5120,Waste,tonnes,S
Commodity,2551..5130,2551,Nuts and products,5130,Processing,tonnes,S
Commodity,2551..5141,2551,Nuts and products,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2551..5153,2551,Nuts and products,5153,Other uses,tonnes,S
Commodity,2551..5300,2551,Nuts and products,5300,Domestic supply quantity,tonnes,S
Commodity,2551..5510,2551,Nuts and products,5510,Production,tonnes,S
Commodity,2551..5610,2551,Nuts and products,5610,Import Quantity,tonnes,S
Commodity,2551..5910,2551,Nuts and products,5910,Export Quantity,tonnes,S
Commodity,2555..5071,2555,Soyabeans,5071,Stock Variation,tonnes,S
Commodity,2555..5120,2555,Soyabeans,5120,Waste,tonnes,S
Commodity,2555..5130,2555,Soyabeans,5130,Processing,tonnes,S
Commodity,2555..5141,2555,Soyabeans,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2555..5153,2555,Soyabeans,5153,Other uses,tonnes,S
Commodity,2555..5300,2555,Soyabeans,5300,Domestic supply quantity,tonnes,S
Commodity,2555..5510,2555,Soyabeans,5510,Production,tonnes,S
Commodity,2555..5520,2555,Soyabeans,5520,Feed,tonnes,S
Commodity,2555..5525,2555,Soyabeans,5525,Seed,tonnes,S
Commodity,2555..5610,2555,Soyabeans,5610,Import Quantity,tonnes,S
Commodity,2555..5910,2555,Soyabeans,5910,Export Quantity,tonnes,S
Commodity,2556..5071,2556,Groundnuts (Shelled Eq),5071,Stock Variation,tonnes,S
Commodity,2556..5120,2556,Groundnuts (Shelled Eq),5120,Waste,tonnes,S
Commodity,2556..5130,2556,Groundnuts (Shelled Eq),5130,Processing,tonnes,S
Commodity,2556..5141,2556,Groundnuts (Shelled Eq),5141,Food supply quantity (tonnes),tonnes,S
Commodity,2556..5153,2556,Groundnuts (Shelled Eq),5153,Other uses,tonnes,S
Commodity,2556..5300,2556,Groundnuts (Shelled Eq),5300,Domestic supply quantity,tonnes,S
Commodity,2556..5510,2556,Groundnuts (Shelled Eq),5510,Production,tonnes,S
Commodity,2556..5525,2556,Groundnuts (Shelled Eq),5525,Seed,tonnes,S
Commodity,2556..5610,2556,Groundnuts (Shelled Eq),5610,Import Quantity,tonnes,S
Commodity,2556..5910,2556,Groundnuts (Shelled Eq),5910,Export Quantity,tonnes,S
Commodity,2557..5071,2557,Sunflower seed,5071,Stock Variation,tonnes,S
Commodity,2557..5120,2557,Sunflower seed,5120,Waste,tonnes,S
Commodity,2557..5130,2557,Sunflower seed,5130,Processing,tonnes,S
Commodity,2557..5141,2557,Sunflower seed,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2557..5153,2557,Sunflower seed,5153,Other uses,tonnes,S
Commodity,2557..5300,2557,Sunflower seed,5300,Domestic supply quantity,tonnes,S
Commodity,2557..5510,2557,Sunflower seed,5510,Production,tonnes,S
Commodity,2557..5520,2557,Sunflower seed,5520,Feed,tonnes,S
Commodity,2557..5525,2557,Sunflower seed,5525,Seed,tonnes,S
Commodity,2557..5610,2557,Sunflower seed,5610,Import Quantity,tonnes,S
Commodity,2557..5910,2557,Sunflower seed,5910,Export Quantity,tonnes,S
Commodity,2558..5071,2558,Rape and Mustardseed,5071,Stock Variation,tonnes,S
Commodity,2558..5120,2558,Rape and Mustardseed,5120,Waste,tonnes,S
Commodity,2558..5130,2558,Rape and Mustardseed,5130,Processing,tonnes,S
Commodity,2558..5141,2558,Rape and Mustardseed,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2558..5153,2558,Rape and Mustardseed,5153,Other uses,tonnes,S
Commodity,2558..5300,2558,Rape and Mustardseed,5300,Domestic supply quantity,tonnes,S
Commodity,2558..5510,2558,Rape and Mustardseed,5510,Production,tonnes,S
Commodity,2558..5520,2558,Rape and Mustardseed,5520,Feed,tonnes,S
Commodity,2558..5525,2558,Rape and Mustardseed,5525,Seed,tonnes,S
Commodity,2558..5610,2558,Rape and Mustardseed,5610,Import Quantity,tonnes,S
Commodity,2558..5910,2558,Rape and Mustardseed,5910,Export Quantity,tonnes,S
Commodity,2559..5071,2559,Cottonseed,5071,Stock Variation,tonnes,S
Commodity,2559..5120,2559,Cottonseed,5120,Waste,tonnes,S
Commodity,2559..5130,2559,Cottonseed,5130,Processing,tonnes,S
Commodity,2559..5153,2559,Cottonseed,5153,Other uses,tonnes,S
Commodity,2559..5300,2559,Cottonseed,5300,Domestic supply quantity,tonnes,S
Commodity,2559..5510,2559,Cottonseed,5510,Production,tonnes,S
Commodity,2559..5520,2559,Cottonseed,5520,Feed,tonnes,S
Commodity,2559..5525,2559,Cottonseed,5525,Seed,tonnes,S
Commodity,2559..5610,2559,Cottonseed,5610,Import Quantity,tonnes,S
Commodity,2559..5910,2559,Cottonseed,5910,Export Quantity,tonnes,S
Commodity,2560..5071,2560,Coconuts - Incl Copra,5071,Stock Variation,tonnes,S
Commodity,2560..5120,2560,Coconuts - Incl Copra,5120,Waste,tonnes,S
Commodity,2560..5130,2560,Coconuts - Incl Copra,5130,Processing,tonnes,S
Commodity,2560..5141,2560,Coconuts - Incl Copra,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2560..5153,2560,Coconuts - Incl Copra,5153,Other uses,tonnes,S
Commodity,2560..5300,2560,Coconuts - Incl Copra,5300,Domestic supply quantity,tonnes,S
Commodity,2560..5510,2560,Coconuts - Incl Copra,5510,Production,tonnes,S
Commodity,2560..5520,2560,Coconuts - Incl Copra,5520,Feed,tonnes,S
Commodity,2560..5610,2560,Coconuts - Incl Copra,5610,Import Quantity,tonnes,S
Commodity,2560..5910,2560,Coconuts - Incl Copra,5910,Export Quantity,tonnes,S
Commodity,2561..5071,2561,Sesame seed,5071,Stock Variation,tonnes,S
Commodity,2561..5120,2561,Sesame seed,5120,Waste,tonnes,S
Commodity,2561..5130,2561,Sesame seed,5130,Processing,tonnes,S
Commodity,2561..5141,2561,Sesame seed,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2561..5153,2561,Sesame seed,5153,Other uses,tonnes,S
Commodity,2561..5300,2561,Sesame seed,5300,Domestic supply quantity,tonnes,S
Commodity,2561..5510,2561,Sesame seed,5510,Production,tonnes,S
Commodity,2561..5525,2561,Sesame seed,5525,Seed,tonnes,S
Commodity,2561..5610,2561,Sesame seed,5610,Import Quantity,tonnes,S
Commodity,2561..5910,2561,Sesame seed,5910,Export Quantity,tonnes,S
Commodity,2562..5071,2562,Palm kernels,5071,Stock Variation,tonnes,S
Commodity,2562..5120,2562,Palm kernels,5120,Waste,tonnes,S
Commodity,2562..5130,2562,Palm kernels,5130,Processing,tonnes,S
Commodity,2562..5141,2562,Palm kernels,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2562..5153,2562,Palm kernels,5153,Other uses,tonnes,S
Commodity,2562..5300,2562,Palm kernels,5300,Domestic supply quantity,tonnes,S
Commodity,2562..5510,2562,Palm kernels,5510,Production,tonnes,S
Commodity,2562..5610,2562,Palm kernels,5610,Import Quantity,tonnes,S
Commodity,2562..5910,2562,Palm kernels,5910,Export Quantity,tonnes,S
Commodity,2563..5071,2563,Olives (including preserved),5071,Stock Variation,tonnes,S
Commodity,2563..5120,2563,Olives (including preserved),5120,Waste,tonnes,S
Commodity,2563..5130,2563,Olives (including preserved),5130,Processing,tonnes,S
Commodity,2563..5141,2563,Olives (including preserved),5141,Food supply quantity (tonnes),tonnes,S
Commodity,2563..5153,2563,Olives (including preserved),5153,Other uses,tonnes,S
Commodity,2563..5300,2563,Olives (including preserved),5300,Domestic supply quantity,tonnes,S
Commodity,2563..5510,2563,Olives (including preserved),5510,Production,tonnes,S
Commodity,2563..5610,2563,Olives (including preserved),5610,Import Quantity,tonnes,S
Commodity,2563..5910,2563,Olives (including preserved),5910,Export Quantity,tonnes,S
Commodity,2570..5071,2570,"Oilcrops, Other",5071,Stock Variation,tonnes,S
Commodity,2570..5120,2570,"Oilcrops, Other",5120,Waste,tonnes,S
Commodity,2570..5130,2570,"Oilcrops, Other",5130,Processing,tonnes,S
Commodity,2570..5141,2570,"Oilcrops, Other",5141,Food supply quantity (tonnes),tonnes,S
Commodity,2570..5153,2570,"Oilcrops, Other",5153,Other uses,tonnes,S
Commodity,2570..5300,2570,"Oilcrops, Other",5300,Domestic supply quantity,tonnes,S
Commodity,2570..5510,2570,"Oilcrops, Other",5510,Production,tonnes,S
Commodity,2570..5520,2570,"Oilcrops, Other",5520,Feed,tonnes,S
Commodity,2570..5525,2570,"Oilcrops, Other",5525,Seed,tonnes,S
Commodity,2570..5610,2570,"Oilcrops, Other",5610,Import Quantity,tonnes,S
Commodity,2570..5910,2570,"Oilcrops, Other",5910,Export Quantity,tonnes,S
Commodity,2571..5071,2571,Soyabean Oil,5071,Stock Variation,tonnes,S
Commodity,2571..5141,2571,Soyabean Oil,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2571..5153,2571,Soyabean Oil,5153,Other uses,tonnes,S
Commodity,2571..5300,2571,Soyabean Oil,5300,Domestic supply quantity,tonnes,S
Commodity,2571..5510,2571,Soyabean Oil,5510,Production,tonnes,S
Commodity,2571..5610,2571,Soyabean Oil,5610,Import Quantity,tonnes,S
Commodity,2571..5910,2571,Soyabean Oil,5910,Export Quantity,tonnes,S
Commodity,2572..5071,2572,Groundnut Oil,5071,Stock Variation,tonnes,S
Commodity,2572..5141,2572,Groundnut Oil,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2572..5153,2572,Groundnut Oil,5153,Other uses,tonnes,S
Commodity,2572..5300,2572,Groundnut Oil,5300,Domestic supply quantity,tonnes,S
Commodity,2572..5510,2572,Groundnut Oil,5510,Production,tonnes,S
Commodity,2572..5610,2572,Groundnut Oil,5610,Import Quantity,tonnes,S
Commodity,2572..5910,2572,Groundnut Oil,5910,Export Quantity,tonnes,S
Commodity,2573..5071,2573,Sunflowerseed Oil,5071,Stock Variation,tonnes,S
Commodity,2573..5130,2573,Sunflowerseed Oil,5130,Processing,tonnes,S
Commodity,2573..5141,2573,Sunflowerseed Oil,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2573..5153,2573,Sunflowerseed Oil,5153,Other uses,tonnes,S
Commodity,2573..5300,2573,Sunflowerseed Oil,5300,Domestic supply quantity,tonnes,S
Commodity,2573..5510,2573,Sunflowerseed Oil,5510,Production,tonnes,S
Commodity,2573..5610,2573,Sunflowerseed Oil,5610,Import Quantity,tonnes,S
Commodity,2573..5910,2573,Sunflowerseed Oil,5910,Export Quantity,tonnes,S
Commodity,2574..5071,2574,Rape and Mustard Oil,5071,Stock Variation,tonnes,S
Commodity,2574..5130,2574,Rape and Mustard Oil,5130,Processing,tonnes,S
Commodity,2574..5141,2574,Rape and Mustard Oil,5141,Food supply quantity (tonnes),tonnes,S
Commodity,2574..5153,2574,Rape and Mustard Oil,5153,Other uses,tonnes,S
Commodity,2574..5300,2574,Rape and Mustard Oil,5300,Domestic supply quantity,tonnes,S
Commodity,2574..5510,2574,Rape and Mustard Oil,5510,Production,tonnes,S
