category,Indicateur,Item Code,Item,Element Code,Element,Unit,Flag
Emissions,6728..72318,6728,Grassland organic soils,72318,Emissions (CO2eq) (Cultivation of organic soils),Gigagrams,Fc
Emissions,6728..72331,6728,Grassland organic soils,72331,Net emissions/removals (CO2) (Grassland),Gigagrams,Fc
Emissions,6728..72411,6728,Grassland organic soils,72411,Implied emission factor for C (Grassland),tonnes C/ha,Fc
Emissions,6729..5026,6729,Cropland and grassland organic soils,5026,Area,Ha,A
Emissions,6729..72308,6729,Cropland and grassland organic soils,72308,Emissions (N2O) (Cultivation of organic soils),Gigagrams,A
Emissions,6729..72318,6729,Cropland and grassland organic soils,72318,Emissions (CO2eq) (Cultivation of organic soils),Gigagrams,A
Emissions,6749..5110,6749,Forest land,5110,Area,1000 Ha,A
Emissions,6749..72172,6749,Forest land,72172,Net emissions/removal (CO2eq) (Forest land),Gigagrams,A
Emissions,6749..72332,6749,Forest land,72332,Net emissions/removals (CO2) (Forest land),Gigagrams,A
Emissions,6750..5110,6750,Net Forest conversion,5110,Area,1000 Ha,Fc
Emissions,6750..71952,6750,Net Forest conversion,71952,Implied emission factor for CO2,tonnes CO2/ha,Fc
Emissions,6750..72172,6750,Net Forest conversion,72172,Net emissions/removal (CO2eq) (Forest land),Gigagrams,Fc
Emissions,6750..72332,6750,Net Forest conversion,72332,Net emissions/removals (CO2) (Forest land),Gigagrams,Fc
Emissions,6759..7231,6759,Cultivation of Organic Soils,7231,Emissions (CO2eq),Gigagrams,A
Emissions,6759..7243,6759,Cultivation of Organic Soils,7243,Emissions (CO2eq) from N2O,Gigagrams,A
Emissions,6760..72249,6760,Savanna,72249,Implied emission factor for CH4 (Burning - savanna),g CH4/kg dry matter,Fc
Emissions,6760..72259,6760,Savanna,72259,Emissions (CH4) (Burning - savanna),Gigagrams,Fc
Emissions,6760..72299,6760,Savanna,72299,Implied emission factor for N2O (Burning - savanna),g N20/kg dry matter,Fc
Emissions,6760..72309,6760,Savanna,72309,Emissions (N2O) (Burning - savanna),Gigagrams,Fc
Emissions,6760..72319,6760,Savanna,72319,Emissions (CO2eq) (Burning - savanna),Gigagrams,Fc
Emissions,6760..72439,6760,Savanna,72439,Emissions (CO2eq) from N2O (Burning - savanna),Gigagrams,Fc
Emissions,6760..72449,6760,Savanna,72449,Emissions (CO2eq) from CH4 (Burning - savanna),Gigagrams,Fc
Emissions,6760..7245,6760,Savanna,7245,Biomass burned (dry matter),tonnes,Fc
Emissions,6760..7246,6760,Savanna,7246,Burned Area,Ha,Fc
Emissions,6789..72249,6789,Woody savanna,72249,Implied emission factor for CH4 (Burning - savanna),g CH4/kg dry matter,Fc
Emissions,6789..72259,6789,Woody savanna,72259,Emissions (CH4) (Burning - savanna),Gigagrams,Fc
Emissions,6789..72299,6789,Woody savanna,72299,Implied emission factor for N2O (Burning - savanna),g N20/kg dry matter,Fc
Emissions,6789..72309,6789,Woody savanna,72309,Emissions (N2O) (Burning - savanna),Gigagrams,Fc
Emissions,6789..72319,6789,Woody savanna,72319,Emissions (CO2eq) (Burning - savanna),Gigagrams,Fc
Emissions,6789..72439,6789,Woody savanna,72439,Emissions (CO2eq) from N2O (Burning - savanna),Gigagrams,Fc
Emissions,6789..72449,6789,Woody savanna,72449,Emissions (CO2eq) from CH4 (Burning - savanna),Gigagrams,Fc
Emissions,6789..7245,6789,Woody savanna,7245,Biomass burned (dry matter),tonnes,Fc
Emissions,6789..7246,6789,Woody savanna,7246,Burned Area,Ha,Fc
Emissions,6790..72259,6790,Savanna and woody savanna,72259,Emissions (CH4) (Burning - savanna),Gigagrams,A
Emissions,6790..72309,6790,Savanna and woody savanna,72309,Emissions (N2O) (Burning - savanna),Gigagrams,A
Emissions,6790..72319,6790,Savanna and woody savanna,72319,Emissions (CO2eq) (Burning - savanna),Gigagrams,A
Emissions,6790..72439,6790,Savanna and woody savanna,72439,Emissions (CO2eq) from N2O (Burning - savanna),Gigagrams,A
Emissions,6790..72449,6790,Savanna and woody savanna,72449,Emissions (CO2eq) from CH4 (Burning - savanna),Gigagrams,A
Emissions,6790..7245,6790,Savanna and woody savanna,7245,Biomass burned (dry matter),tonnes,A
Emissions,6790..7246,6790,Savanna and woody savanna,7246,Burned Area,Ha,A
Emissions,6791..72249,6791,Closed shrubland,72249,Implied emission factor for CH4 (Burning - savanna),g CH4/kg dry matter,Fc
Emissions,6791..72259,6791,Closed shrubland,72259,Emissions (CH4) (Burning - savanna),Gigagrams,Fc
Emissions,6791..72299,6791,Closed shrubland,72299,Implied emission factor for N2O (Burning - savanna),g N20/kg dry matter,Fc
Emissions,6791..72309,6791,Closed shrubland,72309,Emissions (N2O) (Burning - savanna),Gigagrams,Fc
Emissions,6791..72319,6791,Closed shrubland,72319,Emissions (CO2eq) (Burning - savanna),Gigagrams,Fc
Emissions,6791..72439,6791,Closed shrubland,72439,Emissions (CO2eq) from N2O (Burning - savanna),Gigagrams,Fc
Emissions,6791..72449,6791,Closed shrubland,72449,Emissions (CO2eq) from CH4 (Burning - savanna),Gigagrams,Fc
Emissions,6791..7245,6791,Closed shrubland,7245,Biomass burned (dry matter),tonnes,Fc
Emissions,6791..7246,6791,Closed shrubland,7246,Burned Area,Ha,Fc
Emissions,6792..72249,6792,Open shrubland,72249,Implied emission factor for CH4 (Burning - savanna),g CH4/kg dry matter,Fc
Emissions,6792..72259,6792,Open shrubland,72259,Emissions (CH4) (Burning - savanna),Gigagrams,Fc
Emissions,6792..72299,6792,Open shrubland,72299,Implied emission factor for N2O (Burning - savanna),g N20/kg dry matter,Fc
Emissions,6792..72309,6792,Open shrubland,72309,Emissions (N2O) (Burning - savanna),Gigagrams,Fc
Emissions,6792..72319,6792,Open shrubland,72319,Emissions (CO2eq) (Burning - savanna),Gigagrams,Fc
Emissions,6792..72439,6792,Open shrubland,72439,Emissions (CO2eq) from N2O (Burning - savanna),Gigagrams,Fc
Emissions,6792..72449,6792,Open shrubland,72449,Emissions (CO2eq) from CH4 (Burning - savanna),Gigagrams,Fc
Emissions,6792..7245,6792,Open shrubland,7245,Biomass burned (dry matter),tonnes,Fc
Emissions,6792..7246,6792,Open shrubland,7246,Burned Area,Ha,Fc
Emissions,6793..72259,6793,Closed and open shrubland,72259,Emissions (CH4) (Burning - savanna),Gigagrams,A
Emissions,6793..72309,6793,Closed and open shrubland,72309,Emissions (N2O) (Burning - savanna),Gigagrams,A
Emissions,6793..72319,6793,Closed and open shrubland,72319,Emissions (CO2eq) (Burning - savanna),Gigagrams,A
Emissions,6793..72439,6793,Closed and open shrubland,72439,Emissions (CO2eq) from N2O (Burning - savanna),Gigagrams,A
Emissions,6793..72449,6793,Closed and open shrubland,72449,Emissions (CO2eq) from CH4 (Burning - savanna),Gigagrams,A
Emissions,6793..7245,6793,Closed and open shrubland,7245,Biomass burned (dry matter),tonnes,A
Emissions,6793..7246,6793,Closed and open shrubland,7246,Burned Area,Ha,A
Emissions,6794..7217,6794,Grassland,7217,Net emissions/removals (CO2eq),Gigagrams,Fc
Emissions,6794..72249,6794,Grassland,72249,Implied emission factor for CH4 (Burning - savanna),g CH4/kg dry matter,Fc
Emissions,6794..72259,6794,Grassland,72259,Emissions (CH4) (Burning - savanna),Gigagrams,Fc
Emissions,6794..72299,6794,Grassland,72299,Implied emission factor for N2O (Burning - savanna),g N20/kg dry matter,Fc
Emissions,6794..72309,6794,Grassland,72309,Emissions (N2O) (Burning - savanna),Gigagrams,Fc
Emissions,6794..72319,6794,Grassland,72319,Emissions (CO2eq) (Burning - savanna),Gigagrams,Fc
Emissions,6794..7233,6794,Grassland,7233,Net emissions/removals (CO2),Gigagrams,Fc
Emissions,6794..72439,6794,Grassland,72439,Emissions (CO2eq) from N2O (Burning - savanna),Gigagrams,Fc
Emissions,6794..72449,6794,Grassland,72449,Emissions (CO2eq) from CH4 (Burning - savanna),Gigagrams,Fc
Emissions,6794..7245,6794,Grassland,7245,Biomass burned (dry matter),tonnes,Fc
Emissions,6794..7246,6794,Grassland,7246,Burned Area,Ha,Fc
Emissions,6795..72259,6795,Burning - all categories,72259,Emissions (CH4) (Burning - savanna),Gigagrams,A
Emissions,6795..72309,6795,Burning - all categories,72309,Emissions (N2O) (Burning - savanna),Gigagrams,A
Emissions,6795..72319,6795,Burning - all categories,72319,Emissions (CO2eq) (Burning - savanna),Gigagrams,A
Emissions,6795..72439,6795,Burning - all categories,72439,Emissions (CO2eq) from N2O (Burning - savanna),Gigagrams,A
Emissions,6795..72449,6795,Burning - all categories,72449,Emissions (CO2eq) from CH4 (Burning - savanna),Gigagrams,A
Emissions,6795..7245,6795,Burning - all categories,7245,Biomass burned (dry matter),tonnes,A
Emissions,6795..7246,6795,Burning - all categories,7246,Burned Area,Ha,A
Emissions,6796..722411,6796,Humid tropical forest,722411,Implied emission factor for CH4 (Burning biomass),g CH4/kg dry matter,Fc
Emissions,6796..722511,6796,Humid tropical forest,722511,Emissions (CH4) (Burning biomass),Gigagrams,Fc
Emissions,6796..722911,6796,Humid tropical forest,722911,Implied emission factor for N2O (Burning biomass),g N20/kg dry matter,Fc
Emissions,6796..723011,6796,Humid tropical forest,723011,Emissions (N2O) (Burning biomass),Gigagrams,Fc
Emissions,6796..723111,6796,Humid tropical forest,723111,Emissions (CO2eq) (Burning biomass),Gigagrams,Fc
Emissions,6796..724311,6796,Humid tropical forest,724311,Emissions (CO2eq) from N2O (Burning biomass),Gigagrams,Fc
Emissions,6796..724411,6796,Humid tropical forest,724411,Emissions (CO2eq) from CH4 (Burning biomass),Gigagrams,Fc
Emissions,6796..7245,6796,Humid tropical forest,7245,Biomass burned (dry matter),tonnes,Fc
Emissions,6796..7246,6796,Humid tropical forest,7246,Burned Area,Ha,Fc
Emissions,6797..722411,6797,Other forest,722411,Implied emission factor for CH4 (Burning biomass),g CH4/kg dry matter,Fc
Emissions,6797..722511,6797,Other forest,722511,Emissions (CH4) (Burning biomass),Gigagrams,Fc
Emissions,6797..722911,6797,Other forest,722911,Implied emission factor for N2O (Burning biomass),g N20/kg dry matter,Fc
Emissions,6797..723011,6797,Other forest,723011,Emissions (N2O) (Burning biomass),Gigagrams,Fc
Emissions,6797..723111,6797,Other forest,723111,Emissions (CO2eq) (Burning biomass),Gigagrams,Fc
Emissions,6797..724311,6797,Other forest,724311,Emissions (CO2eq) from N2O (Burning biomass),Gigagrams,Fc
Emissions,6797..724411,6797,Other forest,724411,Emissions (CO2eq) from CH4 (Burning biomass),Gigagrams,Fc
Emissions,6797..7245,6797,Other forest,7245,Biomass burned (dry matter),tonnes,Fc
Emissions,6797..7246,6797,Other forest,7246,Burned Area,Ha,Fc
Emissions,6798..719411,6798,Burning - all categories,719411,Emissions (CO2) (Burning biomass),Gigagrams,A
Emissions,6798..722511,6798,Burning - all categories,722511,Emissions (CH4) (Burning biomass),Gigagrams,A
Emissions,6798..723011,6798,Burning - all categories,723011,Emissions (N2O) (Burning biomass),Gigagrams,A
Emissions,6798..723111,6798,Burning - all categories,723111,Emissions (CO2eq) (Burning biomass),Gigagrams,A
Emissions,6798..724311,6798,Burning - all categories,724311,Emissions (CO2eq) from N2O (Burning biomass),Gigagrams,A
Emissions,6798..724411,6798,Burning - all categories,724411,Emissions (CO2eq) from CH4 (Burning biomass),Gigagrams,A
Emissions,6798..7245,6798,Burning - all categories,7245,Biomass burned (dry matter),tonnes,A
Emissions,6798..7246,6798,Burning - all categories,7246,Burned Area,Ha,A
Emissions,6800..719410,6800,Motor Gasoline,719410,Emissions (CO2) (Energy),Gigagrams,Fc
Emissions,6800..719510,6800,Motor Gasoline,719510,Implied emission factor for CO2,Kg/TJ,X
Emissions,6800..719610,6800,Motor Gasoline,719610,Implied emission factor for CH4,Kg/TJ,X
Emissions,6800..719710,6800,Motor Gasoline,719710,Implied emission factor for N2O,Kg/TJ,X
Emissions,6800..72184,6800,Motor Gasoline,72184,Consumption in Agriculture,Terajoule,Fc
Emissions,6800..722510,6800,Motor Gasoline,722510,Emissions (CH4) (Energy),Gigagrams,Fc
Emissions,6800..723010,6800,Motor Gasoline,723010,Emissions (N2O) (Energy),Gigagrams,Fc
Emissions,6800..723110,6800,Motor Gasoline,723110,Emissions (CO2eq) (Energy),Gigagrams,Fc
Emissions,6800..724310,6800,Motor Gasoline,724310,Emissions (CO2eq) from N2O (Energy),Gigagrams,Fc
Emissions,6800..724410,6800,Motor Gasoline,724410,Emissions (CO2eq) from CH4 (Energy),Gigagrams,Fc
Emissions,6801..719410,6801,Gas-Diesel oil,719410,Emissions (CO2) (Energy),Gigagrams,Fc
Emissions,6801..719510,6801,Gas-Diesel oil,719510,Implied emission factor for CO2,Kg/TJ,X
Emissions,6801..719610,6801,Gas-Diesel oil,719610,Implied emission factor for CH4,Kg/TJ,X
Emissions,6801..719710,6801,Gas-Diesel oil,719710,Implied emission factor for N2O,Kg/TJ,X
Emissions,6801..72184,6801,Gas-Diesel oil,72184,Consumption in Agriculture,Terajoule,Fc
Emissions,6801..722510,6801,Gas-Diesel oil,722510,Emissions (CH4) (Energy),Gigagrams,Fc
Emissions,6801..723010,6801,Gas-Diesel oil,723010,Emissions (N2O) (Energy),Gigagrams,Fc
Emissions,6801..723110,6801,Gas-Diesel oil,723110,Emissions (CO2eq) (Energy),Gigagrams,Fc
Emissions,6801..724310,6801,Gas-Diesel oil,724310,Emissions (CO2eq) from N2O (Energy),Gigagrams,Fc
Emissions,6801..724410,6801,Gas-Diesel oil,724410,Emissions (CO2eq) from CH4 (Energy),Gigagrams,Fc
Emissions,6802..719410,6802,Natural gas (including LNG),719410,Emissions (CO2) (Energy),Gigagrams,Fc
Emissions,6802..719510,6802,Natural gas (including LNG),719510,Implied emission factor for CO2,Kg/TJ,X
Emissions,6802..719610,6802,Natural gas (including LNG),719610,Implied emission factor for CH4,Kg/TJ,X
Emissions,6802..719710,6802,Natural gas (including LNG),719710,Implied emission factor for N2O,Kg/TJ,X
Emissions,6802..72184,6802,Natural gas (including LNG),72184,Consumption in Agriculture,Terajoule,A
Emissions,6802..722510,6802,Natural gas (including LNG),722510,Emissions (CH4) (Energy),Gigagrams,Fc
Emissions,6802..723010,6802,Natural gas (including LNG),723010,Emissions (N2O) (Energy),Gigagrams,Fc
Emissions,6802..723110,6802,Natural gas (including LNG),723110,Emissions (CO2eq) (Energy),Gigagrams,Fc
Emissions,6802..724310,6802,Natural gas (including LNG),724310,Emissions (CO2eq) from N2O (Energy),Gigagrams,Fc
Emissions,6802..724410,6802,Natural gas (including LNG),724410,Emissions (CO2eq) from CH4 (Energy),Gigagrams,Fc
Emissions,6803..719410,6803,Gas-diesel oils used in fisheries,719410,Emissions (CO2) (Energy),Gigagrams,Fc
Emissions,6803..719510,6803,Gas-diesel oils used in fisheries,719510,Implied emission factor for CO2,Kg/TJ,X
Emissions,6803..719610,6803,Gas-diesel oils used in fisheries,719610,Implied emission factor for CH4,Kg/TJ,X
Emissions,6803..719710,6803,Gas-diesel oils used in fisheries,719710,Implied emission factor for N2O,Kg/TJ,X
Emissions,6803..72184,6803,Gas-diesel oils used in fisheries,72184,Consumption in Agriculture,Terajoule,Fc
Emissions,6803..722510,6803,Gas-diesel oils used in fisheries,722510,Emissions (CH4) (Energy),Gigagrams,Fc
Emissions,6803..723010,6803,Gas-diesel oils used in fisheries,723010,Emissions (N2O) (Energy),Gigagrams,Fc
Emissions,6803..723110,6803,Gas-diesel oils used in fisheries,723110,Emissions (CO2eq) (Energy),Gigagrams,Fc
Emissions,6803..724310,6803,Gas-diesel oils used in fisheries,724310,Emissions (CO2eq) from N2O (Energy),Gigagrams,Fc
Emissions,6803..724410,6803,Gas-diesel oils used in fisheries,724410,Emissions (CO2eq) from CH4 (Energy),Gigagrams,Fc
Emissions,6804..719410,6804,Fuel oil,719410,Emissions (CO2) (Energy),Gigagrams,Fc
Emissions,6804..719510,6804,Fuel oil,719510,Implied emission factor for CO2,Kg/TJ,X
Emissions,6804..719610,6804,Fuel oil,719610,Implied emission factor for CH4,Kg/TJ,X
Emissions,6804..719710,6804,Fuel oil,719710,Implied emission factor for N2O,Kg/TJ,X
Emissions,6804..72184,6804,Fuel oil,72184,Consumption in Agriculture,Terajoule,Fc
Emissions,6804..722510,6804,Fuel oil,722510,Emissions (CH4) (Energy),Gigagrams,Fc
Emissions,6804..723010,6804,Fuel oil,723010,Emissions (N2O) (Energy),Gigagrams,Fc
Emissions,6804..723110,6804,Fuel oil,723110,Emissions (CO2eq) (Energy),Gigagrams,Fc
Emissions,6804..724310,6804,Fuel oil,724310,Emissions (CO2eq) from N2O (Energy),Gigagrams,Fc
Emissions,6804..724410,6804,Fuel oil,724410,Emissions (CO2eq) from CH4 (Energy),Gigagrams,Fc
Emissions,6805..719410,6805,Liquefied petroleum gas (LPG),719410,Emissions (CO2) (Energy),Gigagrams,Fc
Emissions,6805..719510,6805,Liquefied petroleum gas (LPG),719510,Implied emission factor for CO2,Kg/TJ,X
Emissions,6805..719610,6805,Liquefied petroleum gas (LPG),719610,Implied emission factor for CH4,Kg/TJ,X
Emissions,6805..719710,6805,Liquefied petroleum gas (LPG),719710,Implied emission factor for N2O,Kg/TJ,X
Emissions,6805..72184,6805,Liquefied petroleum gas (LPG),72184,Consumption in Agriculture,Terajoule,Fc
Emissions,6805..722510,6805,Liquefied petroleum gas (LPG),722510,Emissions (CH4) (Energy),Gigagrams,Fc
Emissions,6805..723010,6805,Liquefied petroleum gas (LPG),723010,Emissions (N2O) (Energy),Gigagrams,Fc
Emissions,6805..723110,6805,Liquefied petroleum gas (LPG),723110,Emissions (CO2eq) (Energy),Gigagrams,Fc
Emissions,6805..724310,6805,Liquefied petroleum gas (LPG),724310,Emissions (CO2eq) from N2O (Energy),Gigagrams,Fc
Emissions,6805..724410,6805,Liquefied petroleum gas (LPG),724410,Emissions (CO2eq) from CH4 (Energy),Gigagrams,Fc
Emissions,6806..719410,6806,Fuel oil used in fisheries,719410,Emissions (CO2) (Energy),Gigagrams,Fc
Emissions,6806..719510,6806,Fuel oil used in fisheries,719510,Implied emission factor for CO2,Kg/TJ,X
Emissions,6806..719610,6806,Fuel oil used in fisheries,719610,Implied emission factor for CH4,Kg/TJ,X
Emissions,6806..719710,6806,Fuel oil used in fisheries,719710,Implied emission factor for N2O,Kg/TJ,X
Emissions,6806..72184,6806,Fuel oil used in fisheries,72184,Consumption in Agriculture,Terajoule,Fc
Emissions,6806..722510,6806,Fuel oil used in fisheries,722510,Emissions (CH4) (Energy),Gigagrams,Fc
Emissions,6806..723010,6806,Fuel oil used in fisheries,723010,Emissions (N2O) (Energy),Gigagrams,Fc
Emissions,6806..723110,6806,Fuel oil used in fisheries,723110,Emissions (CO2eq) (Energy),Gigagrams,Fc
Emissions,6806..724310,6806,Fuel oil used in fisheries,724310,Emissions (CO2eq) from N2O (Energy),Gigagrams,Fc
Emissions,6806..724410,6806,Fuel oil used in fisheries,724410,Emissions (CO2eq) from CH4 (Energy),Gigagrams,Fc
Emissions,6807..719410,6807,Electricity,719410,Emissions (CO2) (Energy),Gigagrams,Fc
Emissions,6807..719509,6807,Electricity,719509,Implied emission factor for CO2,g/kWh,X
Emissions,6807..719610,6807,Electricity,719610,Implied emission factor for CH4,Kg/TJ,X
Emissions,6807..719710,6807,Electricity,719710,Implied emission factor for N2O,Kg/TJ,X
Emissions,6807..72182,6807,Electricity,72182,Consumption in Agriculture,million kWh,A
Emissions,6807..72184,6807,Electricity,72184,Consumption in Agriculture,Terajoule,A
Emissions,6807..722510,6807,Electricity,722510,Emissions (CH4) (Energy),Gigagrams,Fc
Emissions,6807..723010,6807,Electricity,723010,Emissions (N2O) (Energy),Gigagrams,Fc
Emissions,6807..723110,6807,Electricity,723110,Emissions (CO2eq) (Energy),Gigagrams,Fc
Emissions,6807..724310,6807,Electricity,724310,Emissions (CO2eq) from N2O (Energy),Gigagrams,Fc
Emissions,6807..724410,6807,Electricity,724410,Emissions (CO2eq) from CH4 (Energy),Gigagrams,Fc
Emissions,6808..719410,6808,Energy for power irrigation,719410,Emissions (CO2) (Energy),Gigagrams,Fc
Emissions,6808..719509,6808,Energy for power irrigation,719509,Implied emission factor for CO2,g/kWh,X
Emissions,6808..719610,6808,Energy for power irrigation,719610,Implied emission factor for CH4,Kg/TJ,X
Emissions,6808..719710,6808,Energy for power irrigation,719710,Implied emission factor for N2O,Kg/TJ,X
Emissions,6808..72184,6808,Energy for power irrigation,72184,Consumption in Agriculture,Terajoule,Fc
Emissions,6808..722510,6808,Energy for power irrigation,722510,Emissions (CH4) (Energy),Gigagrams,Fc
Emissions,6808..723010,6808,Energy for power irrigation,723010,Emissions (N2O) (Energy),Gigagrams,Fc
Emissions,6808..723110,6808,Energy for power irrigation,723110,Emissions (CO2eq) (Energy),Gigagrams,Fc
Emissions,6808..724310,6808,Energy for power irrigation,724310,Emissions (CO2eq) from N2O (Energy),Gigagrams,Fc
Emissions,6808..724410,6808,Energy for power irrigation,724410,Emissions (CO2eq) from CH4 (Energy),Gigagrams,Fc
Emissions,6809..719410,6809,Coal,719410,Emissions (CO2) (Energy),Gigagrams,Fc
Emissions,6809..72184,6809,Coal,72184,Consumption in Agriculture,Terajoule,Fc
Emissions,6809..722510,6809,Coal,722510,Emissions (CH4) (Energy),Gigagrams,Fc
Emissions,6809..723010,6809,Coal,723010,Emissions (N2O) (Energy),Gigagrams,Fc
Emissions,6809..723110,6809,Coal,723110,Emissions (CO2eq) (Energy),Gigagrams,Fc
Emissions,6809..724310,6809,Coal,724310,Emissions (CO2eq) from N2O (Energy),Gigagrams,Fc
Emissions,6809..724410,6809,Coal,724410,Emissions (CO2eq) from CH4 (Energy),Gigagrams,Fc
Emissions,6810..719410,6810,Transport fuel used in agriculture (excl. fishery),719410,Emissions (CO2) (Energy),Gigagrams,Fc
Emissions,6810..72184,6810,Transport fuel used in agriculture (excl. fishery),72184,Consumption in Agriculture,Terajoule,Fc
Emissions,6810..722510,6810,Transport fuel used in agriculture (excl. fishery),722510,Emissions (CH4) (Energy),Gigagrams,Fc
Emissions,6810..723010,6810,Transport fuel used in agriculture (excl. fishery),723010,Emissions (N2O) (Energy),Gigagrams,Fc
Emissions,6810..723110,6810,Transport fuel used in agriculture (excl. fishery),723110,Emissions (CO2eq) (Energy),Gigagrams,Fc
Emissions,6810..724310,6810,Transport fuel used in agriculture (excl. fishery),724310,Emissions (CO2eq) from N2O (Energy),Gigagrams,Fc
Emissions,6810..724410,6810,Transport fuel used in agriculture (excl. fishery),724410,Emissions (CO2eq) from CH4 (Energy),Gigagrams,Fc
Emissions,6811..719410,6811,Energy used in fishery,719410,Emissions (CO2) (Energy),Gigagrams,A
Emissions,6811..72184,6811,Energy used in fishery,72184,Consumption in Agriculture,Terajoule,A
Emissions,6811..722510,6811,Energy used in fishery,722510,Emissions (CH4) (Energy),Gigagrams,A
Emissions,6811..723010,6811,Energy used in fishery,723010,Emissions (N2O) (Energy),Gigagrams,A
Emissions,6811..723110,6811,Energy used in fishery,723110,Emissions (CO2eq) (Energy),Gigagrams,A
Emissions,6811..724310,6811,Energy used in fishery,724310,Emissions (CO2eq) from N2O (Energy),Gigagrams,A
Emissions,6811..724410,6811,Energy used in fishery,724410,Emissions (CO2eq) from CH4 (Energy),Gigagrams,A
Emissions,6813..719410,6813,Total Energy,719410,Emissions (CO2) (Energy),Gigagrams,A
Emissions,6813..72184,6813,Total Energy,72184,Consumption in Agriculture,Terajoule,A
Emissions,6813..722510,6813,Total Energy,722510,Emissions (CH4) (Energy),Gigagrams,A
Emissions,6813..723010,6813,Total Energy,723010,Emissions (N2O) (Energy),Gigagrams,A
Emissions,6813..723110,6813,Total Energy,723110,Emissions (CO2eq) (Energy),Gigagrams,A
Emissions,6813..724310,6813,Total Energy,724310,Emissions (CO2eq) from N2O (Energy),Gigagrams,A
Emissions,6813..724410,6813,Total Energy,724410,Emissions (CO2eq) from CH4 (Energy),Gigagrams,A
Emissions,6814..7178,6814,"Energy (energy, manufacturing and construction industries and fugitive emissions)",7178,Emissions (CO2eq) from F-gases,Gigagrams,A
Emissions,6814..7179,6814,"Energy (energy, manufacturing and construction industries and fugitive emissions)",7179,Share of sector in total F-gases emissions,Gigagrams,Fc
Emissions,6814..7180,6814,"Energy (energy, manufacturing and construction industries and fugitive emissions)",7180,Share of F-gases in sector emissions,Gigagrams,Fc
Emissions,6814..7194,6814,"Energy (energy, manufacturing and construction industries and fugitive emissions)",7194,Emissions (CO2eq) from CO2,Gigagrams,A
Emissions,6814..7231,6814,"Energy (energy, manufacturing and construction industries and fugitive emissions)",7231,Emissions (CO2eq),Gigagrams,A
Emissions,6814..7243,6814,"Energy (energy, manufacturing and construction industries and fugitive emissions)",7243,Emissions (CO2eq) from N2O,Gigagrams,A
Emissions,6814..7244,6814,"Energy (energy, manufacturing and construction industries and fugitive emissions)",7244,Emissions (CO2eq) from CH4,Gigagrams,A
Emissions,6814..7263,6814,"Energy (energy, manufacturing and construction industries and fugitive emissions)",7263,Share of sector in total emissions,%,Fc
Emissions,6814..7264,6814,"Energy (energy, manufacturing and construction industries and fugitive emissions)",7264,Share of sector in total CO2 emissions,%,Fc
Emissions,6814..7265,6814,"Energy (energy, manufacturing and construction industries and fugitive emissions)",7265,Share of sector in total CH4 emissions,%,Fc
Emissions,6814..7266,6814,"Energy (energy, manufacturing and construction industries and fugitive emissions)",7266,Share of sector in total N2O emissions,%,Fc
Emissions,6814..7267,6814,"Energy (energy, manufacturing and construction industries and fugitive emissions)",7267,Share of CO2 in sector emissions,%,Fc
Emissions,6814..7268,6814,"Energy (energy, manufacturing and construction industries and fugitive emissions)",7268,Share of CH4 in sector emissions,%,Fc
Emissions,6814..7269,6814,"Energy (energy, manufacturing and construction industries and fugitive emissions)",7269,Share of N2O in sector emissions,%,Fc
Emissions,6815..7178,6815,Transport,7178,Emissions (CO2eq) from F-gases,Gigagrams,A
Emissions,6815..7179,6815,Transport,7179,Share of sector in total F-gases emissions,Gigagrams,Fc
Emissions,6815..7180,6815,Transport,7180,Share of F-gases in sector emissions,Gigagrams,Fc
Emissions,6815..7194,6815,Transport,7194,Emissions (CO2eq) from CO2,Gigagrams,A
Emissions,6815..7231,6815,Transport,7231,Emissions (CO2eq),Gigagrams,A
Emissions,6815..7243,6815,Transport,7243,Emissions (CO2eq) from N2O,Gigagrams,A
Emissions,6815..7244,6815,Transport,7244,Emissions (CO2eq) from CH4,Gigagrams,A
Emissions,6815..7263,6815,Transport,7263,Share of sector in total emissions,%,Fc
Emissions,6815..7264,6815,Transport,7264,Share of sector in total CO2 emissions,%,Fc
Emissions,6815..7265,6815,Transport,7265,Share of sector in total CH4 emissions,%,Fc
Emissions,6815..7266,6815,Transport,7266,Share of sector in total N2O emissions,%,Fc
Emissions,6815..7267,6815,Transport,7267,Share of CO2 in sector emissions,%,Fc
Emissions,6815..7268,6815,Transport,7268,Share of CH4 in sector emissions,%,Fc
Emissions,6815..7269,6815,Transport,7269,Share of N2O in sector emissions,%,Fc
Emissions,6816..7178,6816,"Residential, commercial, institutional and AFF",7178,Emissions (CO2eq) from F-gases,Gigagrams,A
Emissions,6816..7179,6816,"Residential, commercial, institutional and AFF",7179,Share of sector in total F-gases emissions,Gigagrams,Fc
Emissions,6816..7180,6816,"Residential, commercial, institutional and AFF",7180,Share of F-gases in sector emissions,Gigagrams,Fc
Emissions,6816..7194,6816,"Residential, commercial, institutional and AFF",7194,Emissions (CO2eq) from CO2,Gigagrams,A
Emissions,6816..7231,6816,"Residential, commercial, institutional and AFF",7231,Emissions (CO2eq),Gigagrams,A
Emissions,6816..7243,6816,"Residential, commercial, institutional and AFF",7243,Emissions (CO2eq) from N2O,Gigagrams,A
Emissions,6816..7244,6816,"Residential, commercial, institutional and AFF",7244,Emissions (CO2eq) from CH4,Gigagrams,A
