Nitrogenous fertilizers;Consumption
Nitrogenous fertilizers;Production
Nitrogenous fertilizers;Import Quantity
Nitrogenous fertilizers;Export Quantity
Urea;Consumption
Urea;Production
Urea;Import Quantity
Urea;Export Quantity
Phosphate fertilizers;Consumption
Phosphate fertilizers;Production
Phosphate fertilizers;Import Quantity
Phosphate fertilizers;Export Quantity
Potash fertilizers;Consumption
Potash fertilizers;Production
Potash fertilizers;Import Quantity
Potash fertilizers;Export Quantity
Muriate Over 45% K2o;Consumption
Muriate Over 45% K2o;Production
Muriate Over 45% K2o;Import Quantity
Muriate Over 45% K2o;Export Quantity
Total Fertilizers + (Total);Consumption
Total Fertilizers + (Total);Production
Total Fertilizers + (Total);Import Quantity
Total Fertilizers + (Total);Export Quantity
Grand Total;Food supply (kcal/capita/day)
Grand Total;Protein supply quantity (g/capita/day)
Grand Total;Fat supply quantity (g/capita/day)
Vegetal Products;Food supply (kcal/capita/day)
Vegetal Products;Protein supply quantity (g/capita/day)
Vegetal Products;Fat supply quantity (g/capita/day)
Cereals - Excluding Beer;Food
Cereals - Excluding Beer;Food supply quantity (kg/capita/yr)
Cereals - Excluding Beer;Food supply (kcal/capita/day)
Cereals - Excluding Beer;Protein supply quantity (g/capita/day)
Cereals - Excluding Beer;Fat supply quantity (g/capita/day)
Starchy Roots;Food
Starchy Roots;Food supply quantity (kg/capita/yr)
Starchy Roots;Food supply (kcal/capita/day)
Starchy Roots;Protein supply quantity (g/capita/day)
Starchy Roots;Fat supply quantity (g/capita/day)
Sugar & Sweeteners;Food
Sugar & Sweeteners;Food supply quantity (kg/capita/yr)
Sugar & Sweeteners;Food supply (kcal/capita/day)
Pulses;Food
Pulses;Food supply quantity (kg/capita/yr)
Pulses;Food supply (kcal/capita/day)
Pulses;Protein supply quantity (g/capita/day)
Pulses;Fat supply quantity (g/capita/day)
Treenuts;Food
Treenuts;Food supply quantity (kg/capita/yr)
Treenuts;Food supply (kcal/capita/day)
Treenuts;Protein supply quantity (g/capita/day)
Treenuts;Fat supply quantity (g/capita/day)
Oilcrops;Food
Oilcrops;Food supply quantity (kg/capita/yr)
Oilcrops;Food supply (kcal/capita/day)
Oilcrops;Protein supply quantity (g/capita/day)
Oilcrops;Fat supply quantity (g/capita/day)
Vegetable Oils;Food
Vegetable Oils;Food supply quantity (kg/capita/yr)
Vegetable Oils;Food supply (kcal/capita/day)
Vegetable Oils;Fat supply quantity (g/capita/day)
Vegetables;Food
Vegetables;Food supply quantity (kg/capita/yr)
Vegetables;Food supply (kcal/capita/day)
Vegetables;Protein supply quantity (g/capita/day)
Vegetables;Fat supply quantity (g/capita/day)
Fruits - Excluding Wine;Food
Fruits - Excluding Wine;Food supply quantity (kg/capita/yr)
Fruits - Excluding Wine;Food supply (kcal/capita/day)
Fruits - Excluding Wine;Protein supply quantity (g/capita/day)
Fruits - Excluding Wine;Fat supply quantity (g/capita/day)
Stimulants;Food
Stimulants;Food supply quantity (kg/capita/yr)
Stimulants;Food supply (kcal/capita/day)
Stimulants;Protein supply quantity (g/capita/day)
Stimulants;Fat supply quantity (g/capita/day)
Spices;Food
Spices;Food supply quantity (kg/capita/yr)
Spices;Food supply (kcal/capita/day)
Spices;Protein supply quantity (g/capita/day)
Spices;Fat supply quantity (g/capita/day)
Alcoholic Beverages;Food
Alcoholic Beverages;Food supply quantity (kg/capita/yr)
Alcoholic Beverages;Food supply (kcal/capita/day)
Alcoholic Beverages;Protein supply quantity (g/capita/day)
Miscellaneous;Food supply (kcal/capita/day)
Miscellaneous;Protein supply quantity (g/capita/day)
Animal Products;Food supply (kcal/capita/day)
Animal Products;Protein supply quantity (g/capita/day)
Animal Products;Fat supply quantity (g/capita/day)
Meat;Food
Meat;Food supply quantity (kg/capita/yr)
Meat;Food supply (kcal/capita/day)
Meat;Protein supply quantity (g/capita/day)
Meat;Fat supply quantity (g/capita/day)
Offals;Food
Offals;Food supply quantity (kg/capita/yr)
Offals;Food supply (kcal/capita/day)
Offals;Protein supply quantity (g/capita/day)
Offals;Fat supply quantity (g/capita/day)
Animal fats;Food
Animal fats;Food supply quantity (kg/capita/yr)
Animal fats;Food supply (kcal/capita/day)
Animal fats;Protein supply quantity (g/capita/day)
Animal fats;Fat supply quantity (g/capita/day)
Milk - Excluding Butter;Food
Milk - Excluding Butter;Food supply quantity (kg/capita/yr)
Milk - Excluding Butter;Food supply (kcal/capita/day)
Milk - Excluding Butter;Protein supply quantity (g/capita/day)
Milk - Excluding Butter;Fat supply quantity (g/capita/day)
Eggs;Food
Eggs;Food supply quantity (kg/capita/yr)
Eggs;Food supply (kcal/capita/day)
Eggs;Protein supply quantity (g/capita/day)
Eggs;Fat supply quantity (g/capita/day)
Fish, Seafood;Food
Fish, Seafood;Food supply quantity (kg/capita/yr)
Fish, Seafood;Food supply (kcal/capita/day)
Fish, Seafood;Protein supply quantity (g/capita/day)
Fish, Seafood;Fat supply quantity (g/capita/day)
Wheat and products;Food supply quantity (tonnes)
Wheat and products;Food supply quantity (kg/capita/yr)
Wheat and products;Food supply quantity (g/capita/day)
Wheat and products;Food supply (kcal/capita/day)
Wheat and products;Protein supply quantity (g/capita/day)
Wheat and products;Fat supply quantity (g/capita/day)
Barley and products;Food supply quantity (tonnes)
Barley and products;Food supply quantity (kg/capita/yr)
Barley and products;Food supply quantity (g/capita/day)
Barley and products;Food supply (kcal/capita/day)
Barley and products;Protein supply quantity (g/capita/day)
Maize and products;Food supply quantity (tonnes)
Maize and products;Food supply quantity (kg/capita/yr)
Maize and products;Food supply quantity (g/capita/day)
Maize and products;Food supply (kcal/capita/day)
Maize and products;Protein supply quantity (g/capita/day)
Maize and products;Fat supply quantity (g/capita/day)
Oats;Food supply quantity (tonnes)
Oats;Food supply quantity (kg/capita/yr)
Oats;Food supply quantity (g/capita/day)
Oats;Food supply (kcal/capita/day)
Oats;Protein supply quantity (g/capita/day)
Oats;Fat supply quantity (g/capita/day)
Cereals, Other;Food supply quantity (tonnes)
Cereals, Other;Food supply quantity (kg/capita/yr)
Cereals, Other;Food supply quantity (g/capita/day)
Cereals, Other;Food supply (kcal/capita/day)
Cereals, Other;Protein supply quantity (g/capita/day)
Cereals, Other;Fat supply quantity (g/capita/day)
Potatoes and products;Food supply quantity (tonnes)
Potatoes and products;Food supply quantity (kg/capita/yr)
Potatoes and products;Food supply quantity (g/capita/day)
Potatoes and products;Food supply (kcal/capita/day)
Potatoes and products;Protein supply quantity (g/capita/day)
Potatoes and products;Fat supply quantity (g/capita/day)
Sweet potatoes;Food supply quantity (tonnes)
Sweet potatoes;Food supply quantity (kg/capita/yr)
Sweet potatoes;Food supply quantity (g/capita/day)
Sweet potatoes;Food supply (kcal/capita/day)
Roots, Other;Food supply quantity (tonnes)
Roots, Other;Food supply quantity (kg/capita/yr)
Roots, Other;Food supply quantity (g/capita/day)
Roots, Other;Food supply (kcal/capita/day)
Sugar (Raw Equivalent);Food supply quantity (tonnes)
Sugar (Raw Equivalent);Food supply quantity (kg/capita/yr)
Sugar (Raw Equivalent);Food supply quantity (g/capita/day)
Sugar (Raw Equivalent);Food supply (kcal/capita/day)
Sweeteners, Other;Food supply quantity (tonnes)
Sweeteners, Other;Food supply quantity (kg/capita/yr)
Sweeteners, Other;Food supply quantity (g/capita/day)
Sweeteners, Other;Food supply (kcal/capita/day)
Beans;Food supply quantity (tonnes)
Beans;Food supply quantity (kg/capita/yr)
Beans;Food supply quantity (g/capita/day)
Beans;Food supply (kcal/capita/day)
Beans;Protein supply quantity (g/capita/day)
Beans;Fat supply quantity (g/capita/day)
Peas;Food supply quantity (tonnes)
Peas;Food supply quantity (kg/capita/yr)
Peas;Food supply quantity (g/capita/day)
Peas;Food supply (kcal/capita/day)
Peas;Protein supply quantity (g/capita/day)
Peas;Fat supply quantity (g/capita/day)
Pulses, Other and products;Food supply quantity (tonnes)
Pulses, Other and products;Food supply quantity (kg/capita/yr)
Pulses, Other and products;Food supply quantity (g/capita/day)
Pulses, Other and products;Food supply (kcal/capita/day)
Pulses, Other and products;Protein supply quantity (g/capita/day)
Pulses, Other and products;Fat supply quantity (g/capita/day)
Nuts and products;Food supply quantity (tonnes)
Nuts and products;Food supply quantity (kg/capita/yr)
Nuts and products;Food supply quantity (g/capita/day)
Nuts and products;Food supply (kcal/capita/day)
Nuts and products;Protein supply quantity (g/capita/day)
Nuts and products;Fat supply quantity (g/capita/day)
Soyabeans;Food supply quantity (tonnes)
Soyabeans;Food supply quantity (kg/capita/yr)
Soyabeans;Food supply quantity (g/capita/day)
Soyabeans;Food supply (kcal/capita/day)
Soyabeans;Protein supply quantity (g/capita/day)
Groundnuts (Shelled Eq);Food supply quantity (tonnes)
Groundnuts (Shelled Eq);Food supply quantity (kg/capita/yr)
Groundnuts (Shelled Eq);Food supply quantity (g/capita/day)
Groundnuts (Shelled Eq);Food supply (kcal/capita/day)
Groundnuts (Shelled Eq);Protein supply quantity (g/capita/day)
Groundnuts (Shelled Eq);Fat supply quantity (g/capita/day)
Coconuts - Incl Copra;Food supply quantity (tonnes)
Coconuts - Incl Copra;Food supply quantity (kg/capita/yr)
Coconuts - Incl Copra;Food supply quantity (g/capita/day)
Coconuts - Incl Copra;Food supply (kcal/capita/day)
Coconuts - Incl Copra;Protein supply quantity (g/capita/day)
Coconuts - Incl Copra;Fat supply quantity (g/capita/day)
Olives (including preserved);Food supply quantity (tonnes)
Olives (including preserved);Food supply quantity (kg/capita/yr)
Olives (including preserved);Food supply quantity (g/capita/day)
Olives (including preserved);Food supply (kcal/capita/day)
Olives (including preserved);Fat supply quantity (g/capita/day)
Soyabean Oil;Food supply quantity (tonnes)
Soyabean Oil;Food supply quantity (kg/capita/yr)
Soyabean Oil;Food supply quantity (g/capita/day)
Soyabean Oil;Food supply (kcal/capita/day)
Soyabean Oil;Fat supply quantity (g/capita/day)
Groundnut Oil;Food supply quantity (tonnes)
Groundnut Oil;Food supply quantity (kg/capita/yr)
Groundnut Oil;Food supply quantity (g/capita/day)
Groundnut Oil;Food supply (kcal/capita/day)
Groundnut Oil;Fat supply quantity (g/capita/day)
Sunflowerseed Oil;Food supply quantity (tonnes)
Sunflowerseed Oil;Food supply quantity (kg/capita/yr)
Sunflowerseed Oil;Food supply quantity (g/capita/day)
Sunflowerseed Oil;Food supply (kcal/capita/day)
Sunflowerseed Oil;Fat supply quantity (g/capita/day)
Coconut Oil;Food supply quantity (tonnes)
Coconut Oil;Food supply quantity (kg/capita/yr)
Coconut Oil;Food supply quantity (g/capita/day)
Coconut Oil;Food supply (kcal/capita/day)
Coconut Oil;Fat supply quantity (g/capita/day)
Sesameseed Oil;Food supply (kcal/capita/day)
Olive Oil;Food supply quantity (tonnes)
Olive Oil;Food supply quantity (kg/capita/yr)
Olive Oil;Food supply quantity (g/capita/day)
Olive Oil;Food supply (kcal/capita/day)
Olive Oil;Fat supply quantity (g/capita/day)
Maize Germ Oil;Food supply quantity (tonnes)
Maize Germ Oil;Food supply quantity (kg/capita/yr)
Maize Germ Oil;Food supply quantity (g/capita/day)
Maize Germ Oil;Food supply (kcal/capita/day)
Maize Germ Oil;Fat supply quantity (g/capita/day)
Oilcrops Oil, Other;Food supply quantity (tonnes)
Oilcrops Oil, Other;Food supply quantity (kg/capita/yr)
Oilcrops Oil, Other;Food supply quantity (g/capita/day)
Oilcrops Oil, Other;Food supply (kcal/capita/day)
Oilcrops Oil, Other;Protein supply quantity (g/capita/day)
Oilcrops Oil, Other;Fat supply quantity (g/capita/day)
Tomatoes and products;Food supply quantity (tonnes)
Tomatoes and products;Food supply quantity (kg/capita/yr)
Tomatoes and products;Food supply quantity (g/capita/day)
Tomatoes and products;Food supply (kcal/capita/day)
Tomatoes and products;Protein supply quantity (g/capita/day)
Tomatoes and products;Fat supply quantity (g/capita/day)
Onions;Food supply quantity (tonnes)
Onions;Food supply quantity (kg/capita/yr)
Onions;Food supply quantity (g/capita/day)
Onions;Food supply (kcal/capita/day)
Onions;Protein supply quantity (g/capita/day)
Onions;Fat supply quantity (g/capita/day)
Vegetables, Other;Food supply quantity (tonnes)
Vegetables, Other;Food supply quantity (kg/capita/yr)
Vegetables, Other;Food supply quantity (g/capita/day)
Vegetables, Other;Food supply (kcal/capita/day)
Vegetables, Other;Protein supply quantity (g/capita/day)
Vegetables, Other;Fat supply quantity (g/capita/day)
Oranges, Mandarines;Food supply quantity (tonnes)
Oranges, Mandarines;Food supply quantity (kg/capita/yr)
Oranges, Mandarines;Food supply quantity (g/capita/day)
Oranges, Mandarines;Food supply (kcal/capita/day)
Oranges, Mandarines;Protein supply quantity (g/capita/day)
Oranges, Mandarines;Fat supply quantity (g/capita/day)
Lemons, Limes and products;Food supply quantity (tonnes)
Lemons, Limes and products;Food supply quantity (kg/capita/yr)
Lemons, Limes and products;Food supply quantity (g/capita/day)
Lemons, Limes and products;Food supply (kcal/capita/day)
Lemons, Limes and products;Protein supply quantity (g/capita/day)
Grapefruit and products;Food supply quantity (tonnes)
Grapefruit and products;Food supply quantity (kg/capita/yr)
Grapefruit and products;Food supply quantity (g/capita/day)
Grapefruit and products;Food supply (kcal/capita/day)
Citrus, Other;Food supply quantity (tonnes)
Citrus, Other;Food supply quantity (kg/capita/yr)
Citrus, Other;Food supply quantity (g/capita/day)
Citrus, Other;Food supply (kcal/capita/day)
Bananas;Food supply quantity (tonnes)
Bananas;Food supply quantity (kg/capita/yr)
Bananas;Food supply quantity (g/capita/day)
Bananas;Food supply (kcal/capita/day)
Bananas;Protein supply quantity (g/capita/day)
Bananas;Fat supply quantity (g/capita/day)
Apples and products;Food supply quantity (tonnes)
Apples and products;Food supply quantity (kg/capita/yr)
Apples and products;Food supply quantity (g/capita/day)
Apples and products;Food supply (kcal/capita/day)
Apples and products;Protein supply quantity (g/capita/day)
Apples and products;Fat supply quantity (g/capita/day)
Pineapples and products;Food supply quantity (tonnes)
Pineapples and products;Food supply quantity (kg/capita/yr)
Pineapples and products;Food supply quantity (g/capita/day)
Pineapples and products;Food supply (kcal/capita/day)
Pineapples and products;Protein supply quantity (g/capita/day)
Dates;Food supply quantity (tonnes)
Dates;Food supply quantity (kg/capita/yr)
Dates;Food supply quantity (g/capita/day)
Dates;Food supply (kcal/capita/day)
Grapes and products (excl wine);Food supply quantity (tonnes)
Grapes and products (excl wine);Food supply quantity (kg/capita/yr)
Grapes and products (excl wine);Food supply quantity (g/capita/day)
Grapes and products (excl wine);Food supply (kcal/capita/day)
Grapes and products (excl wine);Protein supply quantity (g/capita/day)
Fruits, Other;Food supply quantity (tonnes)
Fruits, Other;Food supply quantity (kg/capita/yr)
Fruits, Other;Food supply quantity (g/capita/day)
Fruits, Other;Food supply (kcal/capita/day)
Fruits, Other;Protein supply quantity (g/capita/day)
Fruits, Other;Fat supply quantity (g/capita/day)
Coffee and products;Food supply quantity (tonnes)
Coffee and products;Food supply quantity (kg/capita/yr)
Coffee and products;Food supply quantity (g/capita/day)
Coffee and products;Food supply (kcal/capita/day)
Coffee and products;Protein supply quantity (g/capita/day)
Cocoa Beans and products;Food supply quantity (tonnes)
Cocoa Beans and products;Food supply quantity (kg/capita/yr)
Cocoa Beans and products;Food supply quantity (g/capita/day)
Cocoa Beans and products;Food supply (kcal/capita/day)
Cocoa Beans and products;Protein supply quantity (g/capita/day)
Cocoa Beans and products;Fat supply quantity (g/capita/day)
Tea (including mate);Food supply quantity (tonnes)
Tea (including mate);Food supply quantity (kg/capita/yr)
Tea (including mate);Food supply quantity (g/capita/day)
Tea (including mate);Food supply (kcal/capita/day)
Tea (including mate);Protein supply quantity (g/capita/day)
Pepper;Food supply quantity (tonnes)
Pepper;Food supply quantity (kg/capita/yr)
Pepper;Food supply quantity (g/capita/day)
Pepper;Food supply (kcal/capita/day)
Pepper;Protein supply quantity (g/capita/day)
Pepper;Fat supply quantity (g/capita/day)
Pimento;Food supply quantity (tonnes)
Pimento;Food supply quantity (kg/capita/yr)
Pimento;Food supply quantity (g/capita/day)
Pimento;Food supply (kcal/capita/day)
Pimento;Protein supply quantity (g/capita/day)
Pimento;Fat supply quantity (g/capita/day)
Cloves;Food supply (kcal/capita/day)
Spices, Other;Food supply quantity (tonnes)
Spices, Other;Food supply quantity (kg/capita/yr)
Spices, Other;Food supply quantity (g/capita/day)
Spices, Other;Food supply (kcal/capita/day)
Spices, Other;Protein supply quantity (g/capita/day)
Spices, Other;Fat supply quantity (g/capita/day)
Wine;Food supply quantity (tonnes)
Wine;Food supply quantity (kg/capita/yr)
Wine;Food supply quantity (g/capita/day)
Wine;Food supply (kcal/capita/day)
Beer;Food supply quantity (tonnes)
Beer;Food supply quantity (kg/capita/yr)
Beer;Food supply quantity (g/capita/day)
Beer;Food supply (kcal/capita/day)
Beer;Protein supply quantity (g/capita/day)
Beverages, Fermented;Food supply quantity (tonnes)
Beverages, Fermented;Food supply quantity (kg/capita/yr)
Beverages, Fermented;Food supply quantity (g/capita/day)
Beverages, Fermented;Food supply (kcal/capita/day)
Beverages, Alcoholic;Food supply quantity (tonnes)
Beverages, Alcoholic;Food supply quantity (kg/capita/yr)
Beverages, Alcoholic;Food supply quantity (g/capita/day)
Beverages, Alcoholic;Food supply (kcal/capita/day)
Infant food;Food supply quantity (tonnes)
Infant food;Food supply quantity (kg/capita/yr)
Infant food;Food supply quantity (g/capita/day)
Infant food;Food supply (kcal/capita/day)
Infant food;Protein supply quantity (g/capita/day)
Infant food;Fat supply quantity (g/capita/day)
Bovine Meat;Food supply quantity (tonnes)
Bovine Meat;Food supply quantity (kg/capita/yr)
Bovine Meat;Food supply quantity (g/capita/day)
Bovine Meat;Food supply (kcal/capita/day)
Bovine Meat;Protein supply quantity (g/capita/day)
Bovine Meat;Fat supply quantity (g/capita/day)
Mutton & Goat Meat;Food supply quantity (tonnes)
Mutton & Goat Meat;Food supply quantity (kg/capita/yr)
Mutton & Goat Meat;Food supply quantity (g/capita/day)
Mutton & Goat Meat;Food supply (kcal/capita/day)
Mutton & Goat Meat;Protein supply quantity (g/capita/day)
Mutton & Goat Meat;Fat supply quantity (g/capita/day)
Pigmeat;Food supply quantity (tonnes)
Pigmeat;Food supply quantity (kg/capita/yr)
Pigmeat;Food supply quantity (g/capita/day)
Pigmeat;Food supply (kcal/capita/day)
Pigmeat;Protein supply quantity (g/capita/day)
Pigmeat;Fat supply quantity (g/capita/day)
Poultry Meat;Food supply quantity (tonnes)
Poultry Meat;Food supply quantity (kg/capita/yr)
Poultry Meat;Food supply quantity (g/capita/day)
Poultry Meat;Food supply (kcal/capita/day)
Poultry Meat;Protein supply quantity (g/capita/day)
Poultry Meat;Fat supply quantity (g/capita/day)
Meat, Other;Food supply quantity (tonnes)
Meat, Other;Food supply quantity (kg/capita/yr)
Meat, Other;Food supply quantity (g/capita/day)
Meat, Other;Food supply (kcal/capita/day)
Meat, Other;Protein supply quantity (g/capita/day)
Meat, Other;Fat supply quantity (g/capita/day)
Offals, Edible;Food supply quantity (tonnes)
Offals, Edible;Food supply quantity (kg/capita/yr)
Offals, Edible;Food supply quantity (g/capita/day)
Offals, Edible;Food supply (kcal/capita/day)
Offals, Edible;Protein supply quantity (g/capita/day)
Offals, Edible;Fat supply quantity (g/capita/day)
Fats, Animals, Raw;Food supply quantity (tonnes)
Fats, Animals, Raw;Food supply quantity (kg/capita/yr)
Fats, Animals, Raw;Food supply quantity (g/capita/day)
Fats, Animals, Raw;Food supply (kcal/capita/day)
Fats, Animals, Raw;Protein supply quantity (g/capita/day)
Fats, Animals, Raw;Fat supply quantity (g/capita/day)
Milk, Whole;Food supply quantity (tonnes)
Milk, Whole;Food supply quantity (kg/capita/yr)
Milk, Whole;Food supply quantity (g/capita/day)
Milk, Whole;Food supply (kcal/capita/day)
Milk, Whole;Protein supply quantity (g/capita/day)
Milk, Whole;Fat supply quantity (g/capita/day)
Butter, Ghee;Food supply quantity (tonnes)
Butter, Ghee;Food supply quantity (kg/capita/yr)
Butter, Ghee;Food supply quantity (g/capita/day)
Butter, Ghee;Food supply (kcal/capita/day)
Butter, Ghee;Protein supply quantity (g/capita/day)
Butter, Ghee;Fat supply quantity (g/capita/day)
Cheese;Food supply quantity (tonnes)
Cheese;Food supply quantity (kg/capita/yr)
Cheese;Food supply quantity (g/capita/day)
Cheese;Food supply (kcal/capita/day)
Cheese;Protein supply quantity (g/capita/day)
Cheese;Fat supply quantity (g/capita/day)
Cream;Food supply quantity (tonnes)
Cream;Food supply quantity (kg/capita/yr)
Cream;Food supply quantity (g/capita/day)
Cream;Food supply (kcal/capita/day)
Cream;Protein supply quantity (g/capita/day)
Cream;Fat supply quantity (g/capita/day)
Eggs;Food supply quantity (tonnes)
Eggs;Food supply quantity (kg/capita/yr)
Eggs;Food supply quantity (g/capita/day)
Eggs;Food supply (kcal/capita/day)
Eggs;Protein supply quantity (g/capita/day)
Eggs;Fat supply quantity (g/capita/day)
Honey;Food supply quantity (tonnes)
Honey;Food supply quantity (kg/capita/yr)
Honey;Food supply quantity (g/capita/day)
Honey;Food supply (kcal/capita/day)
Freshwater Fish;Food supply quantity (tonnes)
Freshwater Fish;Food supply quantity (kg/capita/yr)
Freshwater Fish;Food supply quantity (g/capita/day)
Freshwater Fish;Food supply (kcal/capita/day)
Freshwater Fish;Protein supply quantity (g/capita/day)
Freshwater Fish;Fat supply quantity (g/capita/day)
Demersal Fish;Food supply quantity (tonnes)
Demersal Fish;Food supply quantity (kg/capita/yr)
Demersal Fish;Food supply quantity (g/capita/day)
Demersal Fish;Food supply (kcal/capita/day)
Demersal Fish;Protein supply quantity (g/capita/day)
Demersal Fish;Fat supply quantity (g/capita/day)
Pelagic Fish;Food supply quantity (tonnes)
Pelagic Fish;Food supply quantity (kg/capita/yr)
Pelagic Fish;Food supply quantity (g/capita/day)
Pelagic Fish;Food supply (kcal/capita/day)
Pelagic Fish;Protein supply quantity (g/capita/day)
Pelagic Fish;Fat supply quantity (g/capita/day)
Marine Fish, Other;Food supply quantity (tonnes)
Marine Fish, Other;Food supply quantity (kg/capita/yr)
Marine Fish, Other;Food supply quantity (g/capita/day)
Marine Fish, Other;Food supply (kcal/capita/day)
Marine Fish, Other;Protein supply quantity (g/capita/day)
Marine Fish, Other;Fat supply quantity (g/capita/day)
Crustaceans;Food supply quantity (tonnes)
Crustaceans;Food supply quantity (kg/capita/yr)
Crustaceans;Food supply quantity (g/capita/day)
Crustaceans;Food supply (kcal/capita/day)
Crustaceans;Protein supply quantity (g/capita/day)
Crustaceans;Fat supply quantity (g/capita/day)
Cephalopods;Food supply quantity (tonnes)
Cephalopods;Food supply quantity (kg/capita/yr)
Cephalopods;Food supply quantity (g/capita/day)
Cephalopods;Food supply (kcal/capita/day)
Cephalopods;Protein supply quantity (g/capita/day)
Cephalopods;Fat supply quantity (g/capita/day)
Molluscs, Other;Food supply quantity (tonnes)
Molluscs, Other;Food supply quantity (kg/capita/yr)
Molluscs, Other;Food supply quantity (g/capita/day)
Molluscs, Other;Food supply (kcal/capita/day)
Molluscs, Other;Protein supply quantity (g/capita/day)
Molluscs, Other;Fat supply quantity (g/capita/day)
Aquatic Plants;Food supply quantity (tonnes)
Aquatic Plants;Food supply quantity (kg/capita/yr)
Aquatic Plants;Food supply quantity (g/capita/day)
Aquatic Plants;Food supply (kcal/capita/day)
Aquatic Plants;Protein supply quantity (g/capita/day)
Aquatic Plants;Fat supply quantity (g/capita/day)
Fish, Body Oil;Food supply quantity (tonnes)
Fish, Body Oil;Food supply quantity (kg/capita/yr)
Fish, Body Oil;Food supply quantity (g/capita/day)
Fish, Body Oil;Food supply (kcal/capita/day)
Fish, Body Oil;Protein supply quantity (g/capita/day)
Fish, Body Oil;Fat supply quantity (g/capita/day)
Fish, Liver Oil;Food supply quantity (tonnes)
Fish, Liver Oil;Food supply quantity (kg/capita/yr)
Fish, Liver Oil;Food supply quantity (g/capita/day)
Fish, Liver Oil;Food supply (kcal/capita/day)
Fish, Liver Oil;Protein supply quantity (g/capita/day)
Fish, Liver Oil;Fat supply quantity (g/capita/day)
Rice (Paddy Equivalent);Food supply quantity (tonnes)
Rice (Paddy Equivalent);Food supply quantity (kg/capita/yr)
Rice (Paddy Equivalent);Food supply quantity (g/capita/day)
Rice (Paddy Equivalent);Food supply (kcal/capita/day)
Rice (Paddy Equivalent);Protein supply quantity (g/capita/day)
Rice (Paddy Equivalent);Fat supply quantity (g/capita/day)
Rice (Milled Equivalent);Food supply quantity (tonnes)
Rice (Milled Equivalent);Food supply quantity (kg/capita/yr)
Rice (Milled Equivalent);Food supply quantity (g/capita/day)
Rice (Milled Equivalent);Food supply (kcal/capita/day)
Rice (Milled Equivalent);Protein supply quantity (g/capita/day)
Rice (Milled Equivalent);Fat supply quantity (g/capita/day)
Roots & Tuber Dry Equiv;Food supply quantity (tonnes)
Roots & Tuber Dry Equiv;Food supply quantity (kg/capita/yr)
Roots & Tuber Dry Equiv;Food supply quantity (g/capita/day)
Roots & Tuber Dry Equiv;Food supply (kcal/capita/day)
Roots & Tuber Dry Equiv;Protein supply quantity (g/capita/day)
Roots & Tuber Dry Equiv;Fat supply quantity (g/capita/day)
Sugar, Refined Equiv;Food supply quantity (tonnes)
Sugar, Refined Equiv;Food supply quantity (kg/capita/yr)
Sugar, Refined Equiv;Food supply quantity (g/capita/day)
Sugar, Refined Equiv;Food supply (kcal/capita/day)
Groundnuts (in Shell Eq);Food supply quantity (tonnes)
Groundnuts (in Shell Eq);Food supply quantity (kg/capita/yr)
Groundnuts (in Shell Eq);Food supply quantity (g/capita/day)
Groundnuts (in Shell Eq);Food supply (kcal/capita/day)
Groundnuts (in Shell Eq);Protein supply quantity (g/capita/day)
Groundnuts (in Shell Eq);Fat supply quantity (g/capita/day)
Sugar, Raw Equivalent;Food supply quantity (tonnes)
Sugar, Raw Equivalent;Food supply quantity (kg/capita/yr)
Sugar, Raw Equivalent;Food supply quantity (g/capita/day)
Sugar, Raw Equivalent;Food supply (kcal/capita/day)
Milk - Excluding Butter;Food supply quantity (tonnes)
Milk - Excluding Butter;Food supply quantity (kg/capita/yr)
Milk - Excluding Butter;Food supply quantity (g/capita/day)
Milk - Excluding Butter;Food supply (kcal/capita/day)
Milk - Excluding Butter;Protein supply quantity (g/capita/day)
Milk - Excluding Butter;Fat supply quantity (g/capita/day)
Miscellaneous;Food supply (kcal/capita/day)
Miscellaneous;Protein supply quantity (g/capita/day)
Miscellaneous;Fat supply quantity (g/capita/day)
Cereals - Excluding Beer;Food supply quantity (tonnes)
Cereals - Excluding Beer;Food supply quantity (g/capita/day)
Starchy Roots;Food supply quantity (tonnes)
Starchy Roots;Food supply quantity (g/capita/day)
Sugar & Sweeteners;Food supply quantity (tonnes)
Sugar & Sweeteners;Food supply quantity (g/capita/day)
Pulses;Food supply quantity (tonnes)
Pulses;Food supply quantity (g/capita/day)
Treenuts;Food supply quantity (tonnes)
Treenuts;Food supply quantity (g/capita/day)
Oilcrops;Food supply quantity (tonnes)
Oilcrops;Food supply quantity (g/capita/day)
Vegetable Oils;Food supply quantity (tonnes)
Vegetable Oils;Food supply quantity (g/capita/day)
Vegetables;Food supply quantity (tonnes)
Vegetables;Food supply quantity (g/capita/day)
Fruits - Excluding Wine;Food supply quantity (tonnes)
Fruits - Excluding Wine;Food supply quantity (g/capita/day)
Stimulants;Food supply quantity (tonnes)
Stimulants;Food supply quantity (g/capita/day)
Spices;Food supply quantity (tonnes)
Spices;Food supply quantity (g/capita/day)
Alcoholic Beverages;Food supply quantity (tonnes)
Alcoholic Beverages;Food supply quantity (g/capita/day)
Miscellaneous;Food supply quantity (tonnes)
Miscellaneous;Food supply quantity (g/capita/day)
Meat;Food supply quantity (tonnes)
Meat;Food supply quantity (g/capita/day)
Offals;Food supply quantity (tonnes)
Offals;Food supply quantity (g/capita/day)
Animal fats;Food supply quantity (tonnes)
